tweetid;user;content;date;lang;sentiment/polarity/value
8.02E+17;2562766454;la culpa la tiene el inutil del partner q m toco  x eso no se si llegare a tiempo a las 4;Fri Nov 25 17:54:46 +0000 2016;es;0
8.02E+17;122183759;@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.;Fri Nov 25 20:18:52 +0000 2016;es;0
8.02E+17;23361218;@coco_cocain Pero sal... Yo lo hago cuando pasa algo así. Soy el lacra de la familia.;Fri Nov 25 15:16:06 +0000 2016;es;0
8.02E+17;528790509;Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!;Fri Nov 25 13:44:52 +0000 2016;es;0
8.02E+17;3301423947;@LimaAventureros q buen se oral !!!! Me encantaría sentir esa boquita recorrer mi pn erecto;Thu Nov 24 02:08:13 +0000 2016;es;1
8.02E+17;818717078;Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi;Thu Nov 24 00:19:22 +0000 2016;es;0
8.02E+17;240441704;Extraño a mi novia, cuento la hora que queda para verla;Thu Nov 24 00:23:35 +0000 2016;es;0
8.01E+17;129678872;Necesito que sea viernes para que paguen. Estoy en la miseria total;Wed Nov 23 14:54:45 +0000 2016;es;0
8.02E+17;2375816780;@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.;Thu Nov 24 23:46:22 +0000 2016;es;1
8.02E+17;599653674;@peruvianJKlover Que linda y grande que está Holly;Fri Nov 25 01:57:25 +0000 2016;es;1
8.02E+17;4164277095;@KatiaPalmaM Ricardo Arjona es increíble Katii me alegras las noches gracias por tu buen humor tkm;Fri Nov 25 02:16:01 +0000 2016;es;1
8.02E+17;118938637;@HuaweiMobilePe porque mi equipo G8 se calienta demasiado y la bateria se baja rápido;Fri Nov 25 04:49:59 +0000 2016;es;0
8.12E+17;144394582;No necesito más, si estoy junto a mi familia. Eternamente agradecida con Ds;Wed Dec 21 22:05:44 +0000 2016;es;1
8.12E+17;202424391;Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir;Wed Dec 21 16:36:03 +0000 2016;es;0
8.12E+17;191687524;Nunca esperes nada bueno de Nadie , es mas bonito vivir así.;Wed Dec 21 14:39:40 +0000 2016;es;1
8.12E+17;429486119;Es tan feo y sin sabor.;Wed Dec 21 13:24:39 +0000 2016;es;0
8.12E+17;304201190;#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas;Wed Dec 21 19:14:52 +0000 2016;es;1
8.12E+17;327688296;Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo;Wed Dec 21 19:49:12 +0000 2016;es;0
8.12E+17;54597445;@MrcdsEatWorld Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo;Wed Dec 21 18:35:28 +0000 2016;es;0
8.12E+17;568633693;@YurikitoKSP lo haz asustado al pobre;Wed Dec 21 20:43:16 +0000 2016;es;0
8.12E+17;451669253;No entiendo, hasta hace unos días te hablaba lindo, fresh y de la naaada cambian, y tú no hiciste nada #Kheeeeeeeeeé #SacandoConclusiones;Wed Dec 21 20:27:51 +0000 2016;es;0
8.12E+17;190051406;Tumbes me trae buenos recuerdos;Wed Dec 21 15:20:45 +0000 2016;es;1
8.11E+17;770853570;Justo hoy tenia que amanecer enfermo;Mon Dec 19 14:21:35 +0000 2016;es;0
8.11E+17;187243718;Que se te pierda el DNI justo a días de viajar, horrible, la verdad;Mon Dec 19 15:09:16 +0000 2016;es;0
8.11E+17;160162379;Mi jefe, siendo un inútil en momentos en los que se necesita una segunda opinión desde que ingresé a este lugar;Mon Dec 19 17:29:22 +0000 2016;es;0
8.11E+17;312135199;Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen;Mon Dec 19 18:44:51 +0000 2016;es;1
8.11E+17;7.07E+17;#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba;Mon Dec 19 13:44:31 +0000 2016;es;1
8.11E+17;136862729;Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.;Mon Dec 19 13:11:05 +0000 2016;es;0
8.11E+17;160162379;El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular;Mon Dec 19 13:49:16 +0000 2016;es;0
8.11E+17;119967520;La final de @YoSoy_Peru esta esta muy interesante;Mon Dec 19 02:15:51 +0000 2016;es;1
8.11E+17;595462901;Rodrigo es malo me deja sola una semana;Mon Dec 19 02:25:58 +0000 2016;es;0
8.11E+17;94921204;@tanqueAL1196 buena tanque a meter 80 goles x año;Mon Dec 19 15:29:50 +0000 2016;es;1
8.11E+17;3259411072;Que lleguen a hacerte una entrevista la prensa local y yo muerta de sueñito y sin ganas de nada! Ptm.;Mon Dec 19 14:38:55 +0000 2016;es;0
8.11E+17;599653674;@JKsSpicyLatina Espero que la hayas pasado lindo;Mon Dec 19 11:35:05 +0000 2016;es;1
8.11E+17;3259411072;Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio #muerodesueño;Mon Dec 19 11:33:15 +0000 2016;es;0
8.11E+17;42470899;Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe;Mon Dec 19 10:44:13 +0000 2016;es;0
8.09E+17;1474852008;@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual ????;Tue Dec 13 20:09:34 +0000 2016;es;1
8.10E+17;3433885078;@DiceDiego1 @LopRock Soy un esclavo de fines de semana;Sun Dec 18 00:34:02 +0000 2016;es;0
8.10E+17;1146364255;Bailaste hermoso @EmiliaDrago gracias por el apoyo a @FiorellaCayo1;Sun Dec 18 05:10:18 +0000 2016;es;1
8.10E+17;4732076177;@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor;Sun Dec 18 04:24:24 +0000 2016;es;0
8.10E+17;44765267;Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo;Sun Dec 18 03:20:04 +0000 2016;es;1
8.10E+17;1029184669;@MoisesDelgadoG Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes;Sun Dec 18 04:44:55 +0000 2016;es;1
8.10E+17;425450833;Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño;Sun Dec 18 03:26:01 +0000 2016;es;0
8.10E+17;1146364255;Que bella canción siempre me a gustado #AmorProhibido @SelenaQuintpics saludos #FIORELLACAYOESACOPAESTUYA;Sun Dec 18 01:08:14 +0000 2016;es;1
8.10E+17;713834336;Todos sufriendo por el vivoxelron;Sat Dec 17 20:17:28 +0000 2016;es;0
8.10E+17;2169619526;Pues así de mis sueños grandes es irme a Inglaterra;Sun Dec 18 06:09:54 +0000 2016;es;1
8.11E+17;195575910;Que complicado es encontrar una casaca de cuero en esta época;Wed Dec 21 02:24:10 +0000 2016;es;0
8.11E+17;312135199;Una pizza. Una conversación amena. Amigos. Buena noche;Wed Dec 21 03:28:23 +0000 2016;es;1
8.11E+17;466722148;@JulianZucchi esa palabra es de Yaco , asi le decia a Patricio y yo creo que el no es el mejor personalmente;Wed Dec 21 03:24:00 +0000 2016;es;0
8.11E+17;337214791;@FOrtsArg @PolloVignolo @fedebulos12 Gran programa pero se extraña a Leto !;Tue Dec 20 22:06:09 +0000 2016;es;1
8.11E+17;83981683;@ron_quintanilla @belecastillo jajajaja cual domingo ohhh, estos últimos días me han elotado;Wed Dec 21 02:47:34 +0000 2016;es;1
8.11E+17;3733934483;@Combate_ATV impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo.....;Wed Dec 21 02:44:05 +0000 2016;es;0
8.11E+17;56401837;@TrujiYo @reporteropro al menos ya va ir preso, el tuyo sigue feliz de la vida plagiando textos;Wed Dec 21 01:01:19 +0000 2016;es;0
8.11E+17;546017035;Odio el internado de la Agraria, hace que no se conecte;Tue Dec 20 22:01:22 +0000 2016;es;0
8.11E+17;131080956;Extraño que me hable y me alegre con sus canciones;Wed Dec 21 04:28:45 +0000 2016;es;0
8.11E+17;4173492797;hoy dia fue un di de genial y de compartir con los niños;Wed Dec 21 04:17:55 +0000 2016;es;1
8.11E+17;407126009;A estas horas la Av Javier prado libre #salgantodos;Wed Dec 21 04:14:23 +0000 2016;es;1
8.12E+17;713559703;@CaELiKe Que bueno Caeli. Pronto te vas a sentir mucho mejor.;Thu Dec 22 00:30:28 +0000 2016;es;1
8.12E+17;48927967;El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar;Thu Dec 22 00:28:39 +0000 2016;es;0
8.12E+17;713559703;@IvettlyOficial Que alegría, que bueno, me alegra escuchar(leer) eso.;Thu Dec 22 06:17:11 +0000 2016;es;1
8.12E+17;3131121431;@VGardini25 estoy indignada @ximena_casanova yo solo quería ver Hannah Montana;Thu Dec 22 01:26:42 +0000 2016;es;0
8.12E+17;7.73E+17;#MePasóPorPavazo @MananaMaldita Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @Marcuilas;Thu Dec 22 12:26:35 +0000 2016;es;0
8.09E+17;422057238;Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo;Thu Dec 15 00:17:27 +0000 2016;es;0
8.09E+17;764243;.@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas;Thu Dec 15 02:52:37 +0000 2016;es;0
8.09E+17;2736030217;Me da pena que las nuevas chanels esten muriendo tan rapido;Thu Dec 15 04:36:32 +0000 2016;es;0
8.09E+17;422057238;No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía;Thu Dec 15 04:33:42 +0000 2016;es;1
8.09E+17;2585051688;@YurikitoKSP que bien yuriko. Felicidades;Thu Dec 15 13:11:00 +0000 2016;es;1
8.09E+17;7.14E+17;un hermoso recuerdo junto a ustedes #CarmenandDialina;Thu Dec 15 00:33:15 +0000 2016;es;1
8.09E+17;126668800;@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr;Thu Dec 15 03:55:56 +0000 2016;es;0
8.09E+17;610297490;es genial estar incomunicada y desconectada del mundo a veces;Thu Dec 15 09:09:27 +0000 2016;es;1
8.09E+17;160162379;Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido;Thu Dec 15 03:24:33 +0000 2016;es;0
8.11E+17;50862843;@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo).;Tue Dec 20 05:32:42 +0000 2016;es;1
8.11E+17;52250307;Lunes de lentejas y yo extrañando el espesado;Mon Dec 19 22:35:27 +0000 2016;es;0
8.11E+17;572157855;Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.;Mon Dec 19 20:38:55 +0000 2016;es;1
8.11E+17;713559703;@yuyacst Que descanses bien Yuya. Un abrazo inmenso a la distancia.;Tue Dec 20 07:48:46 +0000 2016;es;1
8.11E+17;2924329819;por qué el concurso de #SoyJustDancer es solo para españa? @Rubiu5;Mon Dec 19 00:21:54 +0000 2016;es;0
8.11E+17;351740824;@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos;Mon Dec 19 01:03:19 +0000 2016;es;0
8.10E+17;599653674;Hora de seguir soñando muy bonito;Fri Dec 16 03:19:48 +0000 2016;es;1
8.10E+17;599653674;Sigamos siendo felices felices felices;Fri Dec 16 03:19:31 +0000 2016;es;1
8.10E+17;120651012;Extraño a mi mejor amiga carajo díganle pe;Fri Dec 16 03:14:02 +0000 2016;es;0
8.10E+17;174832381;#StarWars #RogueOne que buena película, nos pone de regreso en esa galaxia muy muy lejana, emocionante e intensa hasta el final.;Fri Dec 16 03:05:42 +0000 2016;es;1
8.10E+17;508428923;@cinthiaszc jaja es por un día!!! Pero es el último día del ciclo, mil reuniones con mi área becas y demás.;Fri Dec 16 03:23:50 +0000 2016;es;0
8.10E+17;2793029074;@AlejandroToledo Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado;Fri Dec 16 01:17:21 +0000 2016;es;1
8.10E+17;135030626;Viendo al gran #JoselitoYSuOrquesta en #WantanNight lindo jueves @wantannight por @PlusTV6;Fri Dec 16 04:19:56 +0000 2016;es;1
8.09E+17;89358851;Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas;Wed Dec 14 04:57:03 +0000 2016;es;0
8.08E+17;1034050694;Que buen inicio de semana;Mon Dec 12 23:17:06 +0000 2016;es;1
8.08E+17;4173492797;malditos ejercicios que colera agggggg;Tue Dec 13 01:07:58 +0000 2016;es;0
8.09E+17;7.31E+17;@Zabdielitas_M @zabdiel1344 ya quiero ver la segunda!!;Tue Dec 13 06:33:57 +0000 2016;es;1
8.09E+17;7.31E+17;@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto;Tue Dec 13 06:09:36 +0000 2016;es;0
8.09E+17;66368141;No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo;Wed Dec 14 00:10:48 +0000 2016;es;0
8.09E+17;1711772167;@ClubSCristal lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre;Wed Dec 14 00:54:04 +0000 2016;es;0
8.09E+17;7.67E+17;@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v;Wed Dec 14 01:54:21 +0000 2016;es;1
8.09E+17;998039726;Pinche ex mejor amigo lo odio;Tue Dec 13 23:28:40 +0000 2016;es;0
8.09E+17;3084716093;Es mi mes favorito del año Diciembre;Tue Dec 13 05:27:13 +0000 2016;es;1
8.09E+17;2817586281;Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte;Tue Dec 13 05:20:49 +0000 2016;es;0
8.11E+17;217334333;Disfrutando los días previos de Navidad;Sun Dec 18 22:51:33 +0000 2016;es;1
8.11E+17;91632559;@Pontifex_es feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!..;Sun Dec 18 15:58:47 +0000 2016;es;1
8.11E+17;2527631298;@wendyriveran1 jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla;Sun Dec 18 17:04:39 +0000 2016;es;1
8.10E+17;2585051688;Hacer un inventario forestal es horrible con tanto sol. Me arde todo;Sun Dec 18 12:45:47 +0000 2016;es;0
8.12E+17;90475043;@sin_queso NOOOO omg siempre me pierdo los mejores fanarts;Fri Dec 23 06:12:05 +0000 2016;es;0
8.12E+17;160162379;Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes;Thu Dec 22 17:15:43 +0000 2016;es;1
8.12E+17;7.31E+17;@PimentelftMe @abdielsmusic yo ni pude ver el live Ten fe que Abdiel es tan lindo que lo hara;Thu Dec 22 21:57:39 +0000 2016;es;1
8.12E+17;174436095;estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia;Fri Dec 23 01:18:26 +0000 2016;es;1
8.12E+17;1474852008;Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?;Fri Dec 23 02:24:25 +0000 2016;es;0
8.09E+17;369769846;#NavidadQuePone su rico pavito hecho en casa por las santas manos de mi abuela @Studio92 @joannabolona @Sr_Pelaez;Wed Dec 14 15:27:33 +0000 2016;es;1
8.09E+17;127695226;@drhuerta dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla;Wed Dec 14 03:05:36 +0000 2016;es;0
8.09E+17;2182286856;@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI;Wed Dec 14 03:45:04 +0000 2016;es;1
8.09E+17;7.31E+17;@abdielsmusic #TeamAbdiel #barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz;Wed Dec 14 03:15:37 +0000 2016;es;1
8.09E+17;2385426073;y muchas veces extrañas a personas que tal vez no te extrañan;Wed Dec 14 02:27:20 +0000 2016;es;0
8.09E+17;2544641882;Almenos yo no vivo engañada #quebuenovermeahi #happy lo tengo todo;Wed Dec 14 02:51:42 +0000 2016;es;1
8.09E+17;359678751;Ayer fue mi primera clase de yoga y amanecí demasiado feliz lo que hace el ejercicio @mariedither @uvaslibres;Wed Dec 14 14:04:54 +0000 2016;es;1
8.09E+17;44765493;@ele417 ahora si quiero llorar ya se terminó ahora sí la u, ya no hay tercera carrera;Wed Dec 14 22:36:15 +0000 2016;es;1
8.09E+17;7.07E+17;PONTE BONITA 5 DE ENERO .. No es Twitter, algo está mal con el ht o se hizo spam, ya fue;Wed Dec 14 22:35:24 +0000 2016;es;0
8.09E+17;12341652;PPK hizo una mención especial a todos los jóvenes que marcharon anoche. La lucha no fue en vano. #MensajeALaNación #LaEducaciónSeRespeta;Wed Dec 14 01:47:58 +0000 2016;es;1
8.09E+17;1043297258;Qué bonito sentir que estas aquí, junto a mi;Wed Dec 14 01:02:58 +0000 2016;es;1
8.09E+17;176572952;@ppkamigo Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!;Wed Dec 14 01:15:32 +0000 2016;es;1
8.09E+17;176572952;@AlbertVilella1 Igualmente saludos y muchos éxitos para el año próximo;Wed Dec 14 01:14:21 +0000 2016;es;1
8.09E+17;44765493;Pero fue bueno improvisadamente bueno.;Wed Dec 14 05:07:12 +0000 2016;es;1
8.09E+17;55442550;@manuelchaplin ... Buena elección! Gracias por empujarme a verla antes que la saquen!;Wed Dec 14 05:23:44 +0000 2016;es;1
8.13E+17;44719182;Estoy demasiado perdida con todas las colaboraciones de los chicos en los eventos de año nuevo;Sun Dec 25 23:42:14 +0000 2016;es;0
8.13E+17;117183829;@Sari_lm Gracias linda Felíz Navidad!! Disfruta y celebra a nuestro salvador!.;Sun Dec 25 17:43:02 +0000 2016;es;1
8.13E+17;2327204477;@chino_padrino gracias, igual para ti, feliz navidad;Mon Dec 26 00:50:22 +0000 2016;es;1
8.13E+17;390164682;"No quiero ir a trabajar #domingodechorreo ""descripción gráfica""";Mon Dec 26 00:57:30 +0000 2016;es;0
8.13E+17;47697203;Hoy no es un día cualquiera, hoy cumplo 2 años con la mejor persona que la vida pudo darme.;Mon Dec 26 01:33:00 +0000 2016;es;1
8.13E+17;1140323347;recuerdo cuando me dijiste que odiabas lo superficial y ahora solo mencionas cuanto dinero ganas y todo lo que te compras;Mon Dec 26 01:30:18 +0000 2016;es;0
8.13E+17;163239318;Último día Isla Bonita y mis amigas están tristes por eso las extrañaré;Mon Dec 26 01:04:13 +0000 2016;es;0
8.13E+17;7.70E+17;@camilascookie feliz navidad tu cuenta es maravillosa;Sun Dec 25 03:40:20 +0000 2016;es;1
8.13E+17;367452499;Amigos, mi pavo huele buenazo. Y si se lo estan preguntando. Sí. Es la 1ra vez que lo hacemos.;Sun Dec 25 03:13:37 +0000 2016;es;1
8.13E+17;237924993;Esas costillitas se ven demasiado buenas... Ya quiero cenar!;Sun Dec 25 03:13:32 +0000 2016;es;1
8.13E+17;452997118;@EntelPeru ningún inconveniente. Excelente servicio! 4G al máximo... Felices fiestas navideñas;Sun Dec 25 00:34:02 +0000 2016;es;1
8.13E+17;407126009;Y los tres reyes magos llegaron con oro,incienso y mirra Melchoro Alan, Toledo vastadehuasquear y Ollanta nadinevagastar, de odebrechlen;Sat Dec 24 23:01:22 +0000 2016;es;0
8.13E+17;7.97E+17;Jamás pensé que el momento en que me tocara dar obsequios a quienes amo sería tan gratificante. Sus sonrisas lo valieron todo;Sun Dec 25 17:28:14 +0000 2016;es;1
8.13E+17;215491878;Q lindo y agradable detalle Se ve q me conoces algo;Sun Dec 25 21:27:21 +0000 2016;es;1
8.13E+17;212983310;@Kennedyense me pasó lo mismo, el pobre se desorientaba;Sun Dec 25 16:32:53 +0000 2016;es;0
8.14E+17;8.08E+17;@estoesguerra_tv esto es guerra es el mejor reality;Mon Dec 26 23:37:15 +0000 2016;es;1
8.13E+17;2444479285;Nada mejor que pasar ocho horas del día viéndola sonreír;Mon Dec 26 13:39:20 +0000 2016;es;1
8.14E+17;350067417;Me largo de esta red social por unos días, hasta que encuentre paz;Tue Dec 27 04:00:22 +0000 2016;es;0
8.14E+17;340472290;@valejandralb el pueblo crema está feliz con lo de Vento!;Tue Dec 27 03:41:11 +0000 2016;es;1
8.14E+17;236890851;y el video de la campaña de este año del juego fue muy bueno pero no lo tengo;Tue Dec 27 02:01:37 +0000 2016;es;1
8.13E+17;246041249;@Cirribarren1924 @saravia_caro @rodobarriosayon No puedo ver esas mariconadas.;Mon Dec 26 21:25:09 +0000 2016;es;0
8.14E+17;1068330698;Lo increíblemente rapido que se ha esfumado mi dinero y todavía falta año nuevo.;Tue Dec 27 00:45:09 +0000 2016;es;0
8.14E+17;919280917;Feo es estar enfermo con gripe a esta alta temperatura de tarapoto;Tue Dec 27 23:35:56 +0000 2016;es;0
8.14E+17;195948547;2016 por qué simplemente no te vas de una buena vez;Tue Dec 27 18:07:40 +0000 2016;es;0
8.14E+17;277318489;Lo peor es q las chicas piensan q es chiste, claro como no es chongo de ellas fresh, yo cargo con todo;Wed Dec 28 02:21:50 +0000 2016;es;0
8.14E+17;8.02E+17;@MrGaryGamingYT eres el putisimo amo v:;Wed Dec 28 03:11:33 +0000 2016;es;1
8.14E+17;36978773;@ximealomia @RPPNoticias @Radio_Oxigeno la que acabo de poner es peor;Tue Dec 27 20:40:56 +0000 2016;es;0
8.14E+17;143890905;La operación de Carmen me tiene muy triste;Wed Dec 28 05:40:29 +0000 2016;es;0
8.14E+17;163252756;Ahora que soy @bitelperu todo es más bonito.;Wed Dec 28 04:59:45 +0000 2016;es;1
8.14E+17;92863147;Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres;Wed Dec 28 04:21:59 +0000 2016;es;0
8.14E+17;1426947086;Acampar es de mis actividades más favoritas del mundo mundial;Wed Dec 28 04:04:57 +0000 2016;es;1
8.14E+17;211391868;Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo;Tue Dec 27 22:38:24 +0000 2016;es;1
8.14E+17;7.84E+17;a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas;Wed Dec 28 07:07:32 +0000 2016;es;0
8.12E+17;1226344460;Yo los vis hace dos días. Todos los perritos lucían tristes y en pésimas condiciones Qué bueno los hayan rescat…;Fri Dec 23 19:42:25 +0000 2016;es;0
8.12E+17;111177540;@californiaLA70s igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!;Fri Dec 23 23:19:03 +0000 2016;es;0
8.12E+17;455289348;Que bonita tarde noche de regalos;Sat Dec 24 00:57:41 +0000 2016;es;1
8.13E+17;1209756788;@SparkGuns @JuanetedeLolo Cuando sea mayor de edad y mi viejo me deje tomar con adultos, jajajajajajajaja;Sat Dec 24 04:17:02 +0000 2016;es;1
8.12E+17;1177123172;Fue un buen momento en familia;Fri Dec 23 05:25:35 +0000 2016;es;1
8.12E+17;211391868;El bolso que le he comprado está hermosooo! Me lo quiero quedar;Fri Dec 23 04:57:50 +0000 2016;es;1
8.13E+17;7.97E+17;No tener sueño e ir a molestar a mis hermanas a su cuarto. Hoy nos quedamos hablando hasta el amanecer, ya la vi;Sat Dec 24 05:15:37 +0000 2016;es;0
8.12E+17;362518400;@zinoscrew por que piscis al ultimo porq;Fri Dec 23 03:23:31 +0000 2016;es;0
8.12E+17;481395812;El porno es motivación, no lo pueden prohibir;Fri Dec 23 04:41:03 +0000 2016;es;1
8.12E+17;150954783;@emy_9810 jajajaja ya con menos carga es mejor , relajas mas;Fri Dec 23 05:03:01 +0000 2016;es;1
8.12E+17;200225717;@Kyarahidalgo la triste historia de mi vida;Fri Dec 23 04:22:29 +0000 2016;es;0
8.12E+17;105782331;Hoy no es un buen día para mi;Fri Dec 23 07:06:56 +0000 2016;es;0
8.13E+17;407126009;Buenos días, esta noche es noche buena, Feliz navidad para todos;Sat Dec 24 11:34:11 +0000 2016;es;1
8.13E+17;211391868;Es increíble que ahora entro a wpp solo para el trabajo;Sat Dec 24 14:32:16 +0000 2016;es;1
8.13E+17;128353868;Cómo me desean feliz navidad si trabajo en 3 horas (?);Sun Dec 25 05:28:16 +0000 2016;es;0
8.13E+17;1027006398;La ex de mi hno es una hereje y comparte el meme profano de @jitanjafora_;Sat Dec 24 08:19:17 +0000 2016;es;0
8.13E+17;383532170;extraño cantar todas las de @CNCOmusic con esta estupida @99Allison11;Sat Dec 24 22:29:16 +0000 2016;es;0
8.13E+17;250482306;@hebelcm Jajajaja te haré escuchar mejores frases;Sun Dec 25 01:46:16 +0000 2016;es;1
8.13E+17;128729635;No pues, qué chévere a ver si le pasa lo mismo al próximo practicante. Prácticas + Tesis + curso extra.;Sun Dec 25 02:39:43 +0000 2016;es;1
8.13E+17;247977200;@WhiteLither Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!;Sat Dec 24 23:39:50 +0000 2016;es;1
8.13E+17;462619915;Lo bueno de esta Navidad es que la pase junto a JC y mi mamá lo conoció en persona;Sun Dec 25 09:24:34 +0000 2016;es;1
8.14E+17;3350876285;3 dias para año nuevo y pierdo todo;Wed Dec 28 17:42:23 +0000 2016;es;0
8.14E+17;3350876285;La ptm no supero lo de ayer Mi año nuevo se fue a la mrd;Wed Dec 28 17:56:29 +0000 2016;es;0
8.14E+17;386092161;He subido 3 kilos OMG !!!! Son los resultados de la navidad;Wed Dec 28 15:25:13 +0000 2016;es;0
8.14E+17;609977261;"@RecuerdosPeru sus valores ""procatolicos"" no concuerdan con su evidente machismo";Wed Dec 28 19:44:47 +0000 2016;es;0
8.10E+17;7.88E+17;Maldito gordo, creación de coca cola :v #feliznavidad;Sat Dec 17 15:55:32 +0000 2016;es;0
8.10E+17;2865943228;@elrifle @JessicaSolano la costra me da cosas. Pero qué lindo por la enfermerita.;Sat Dec 17 16:17:45 +0000 2016;es;0
8.10E+17;7.65E+17;Estomago perdón por las mariposas Almohada perdón por las lagrimas Corazón perdón por las lagrimas Cerebro, tenias razón;Sat Dec 17 16:14:56 +0000 2016;es;0
8.10E+17;3362845965;#LaPoderosaKeiko solo puede tener poder en el 4to país más ignorante del mundo: Perú;Sat Dec 17 16:57:39 +0000 2016;es;0
8.10E+17;56914588;DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñes y adolescencia con esos comerciales y series en edición navideña #LaBatería;Sat Dec 17 04:14:04 +0000 2016;es;1
8.10E+17;509122628;Lo único malo de salir sin maquillaje es que no te mancho con mi labial;Sat Dec 17 06:08:17 +0000 2016;es;0
8.10E+17;56914588;DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñez y adolescencia con esos comerciales y series en edición navideña #LaBatería;Sat Dec 17 05:05:10 +0000 2016;es;1
8.10E+17;103035984;@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo;Sat Dec 17 06:17:55 +0000 2016;es;0
8.10E+17;2828997599;@AntuanetGalvez have fun Antu! Los mejores deseos;Sat Dec 17 05:46:49 +0000 2016;es;1
8.09E+17;57698319;Y ya no sé si soy Kaf o la mujer llena de puntos rojos Esto ya no me gusta;Wed Dec 14 10:56:32 +0000 2016;es;0
